Loan_ID,Gender,Dependents,Self_Employed,Applicant_Income,Loan_Amount,Loan_Amount_Term,Credit_History,Loan_Status
CL_109271,0,0,0,39500.78,609756.2455,13,1,Approve
CL_889524,0,2,0,36388.27,781183.373,18,0,Approve
CL_106897,1,2,0,46127.1,883935.3951,4,1,Approve
CL_592760,1,3,0,38711.91,1094316.306,5,1,Approve
CL_378831,1,2,0,39479.72,887764.3718,9,0,Reject
CL_495137,1,2,0,41820.95,1288405.876,4,1,Approve
CL_244904,0,2,0,46677.75,1006024.62,4,0,Reject
CL_478157,0,4,0,34006.95,528946.8632,6,0,Reject
CL_782700,0,1,0,37039.07,831121.1728,9,0,Reject
CL_698787,0,1,1,44726.79,1358656.166,13,1,Approve
CL_87651,0,1,1,44213.57,800961.0272,4,0,Approve
CL_725861,1,2,0,41873.87,838482.289,3,0,Reject
CL_192366,1,1,1,44129.96,784956.956,5,0,Reject
CL_657750,0,0,0,35373.19,1057192.419,12,0,Reject
CL_43702,0,1,0,39777.19,1116963.729,12,1,Approve
CL_308636,1,3,0,31661.48,750002.8166,3,1,Approve
CL_352378,1,4,0,33144.97,524582.803,4,0,Reject
CL_424082,1,3,1,39276.49,1123280.285,6,1,Approve
CL_284114,0,1,0,43652.31,1278960.273,5,0,Reject
CL_228918,1,0,0,31778.87,608959.3748,3,0,Reject
CL_734713,0,3,0,49319.91,1479851.052,13,0,Reject
CL_226478,0,1,0,45948.44,857254.0169,8,0,Reject
CL_531215,1,1,0,38721,889589.2736,4,0,Reject
CL_329545,0,0,1,31117.7,950334.6237,4,0,Reject
CL_979358,0,0,0,30360.85,788525.0626,11,0,Reject
CL_189286,1,0,1,36503.4,819093.2322,5,0,Reject
CL_720116,1,3,0,36167.01,917998.9996,5,1,Approve
CL_871188,1,4,1,32668.88,644205.5182,8,0,Reject
CL_85190,0,1,0,49392.03,660508.9603,6,0,Reject
CL_231890,1,3,0,39819.11,1000174.703,7,0,Reject
CL_128411,0,3,0,37353.84,526233.5632,2,1,Approve
CL_635233,1,0,0,49763.89,1470815.943,8,1,Approve
CL_580478,0,3,0,39820.6,961188.2337,20,1,Approve
CL_853300,0,2,0,31781.96,554041.3178,4,1,Reject
CL_263654,1,0,0,30004.94,477229.271,2,1,Approve
CL_226961,1,2,0,43407.16,1219282.452,12,1,Approve
CL_763317,1,3,0,43016.54,903987.616,9,0,Reject
CL_571916,0,3,0,32771.32,664528.0712,4,0,Reject
CL_766413,1,3,0,40277.23,1044737.993,22,0,Reject
CL_669380,1,1,1,45412.67,725124.8851,13,0,Reject
CL_538168,1,1,0,46088.4,561029.4314,10,0,Reject
CL_226420,1,1,1,38542.89,958500.5798,21,0,Approve
CL_987044,0,3,0,42425.8,1201334.525,5,0,Reject
CL_789653,0,4,0,46244.13,1292320.525,6,0,Reject
CL_996708,1,3,0,47184.19,763040.5728,4,0,Reject
CL_395312,1,0,0,46740.93,863945.4078,8,1,Approve
CL_251585,1,2,0,47565.55,1425674.063,5,1,Approve
CL_805406,1,3,0,30874.02,412657.8432,6,1,Approve
CL_503231,1,1,0,31335.1,781490.5359,7,0,Reject
CL_856492,0,1,0,46212.59,664395.1126,12,0,Reject
CL_606030,1,3,1,30901.68,389414.9828,2,0,Reject
CL_673721,0,2,1,31738.68,654608.4313,9,1,Approve
CL_957661,0,2,1,33825.55,878341.1825,11,0,Reject
CL_138324,1,1,0,45198.48,1294718.117,4,0,Reject
CL_419658,1,0,0,37430.66,930496.0469,10,1,Approve
CL_597097,1,2,0,34208.55,938733.4275,4,0,Reject
CL_456608,1,0,0,35634.53,596451.0825,5,0,Reject
CL_63970,1,3,0,45481.38,1008450.711,6,1,Approve
CL_176093,0,2,1,38326.63,1102127.686,5,1,Approve
CL_716789,0,1,0,35645.62,874155.614,4,1,Reject
CL_890830,0,3,0,44786.02,1323346.007,4,1,Approve
CL_648139,1,3,0,46087.44,1037235.361,9,1,Approve
CL_189918,0,0,0,41199.82,1011754.631,20,0,Reject
CL_682594,1,3,0,33238.84,538389.9768,13,0,Reject
CL_623295,0,1,1,36171.29,653859.5789,15,0,Reject
CL_753720,1,1,0,45873.4,1297723.681,5,1,Approve
CL_918083,0,4,0,37503.74,613504.012,2,0,Reject
CL_455566,1,2,0,31145.13,523396.4134,2,0,Reject
CL_573532,1,3,0,39831.87,738376.1186,8,1,Approve
CL_634469,0,3,0,38247.6,806044.2077,4,0,Reject
CL_935243,1,0,0,40251.87,1167238.082,8,1,Approve
CL_588277,1,3,0,39663.99,559338.3195,2,0,Reject
CL_762274,1,2,0,48359.61,955954.2249,16,0,Reject
CL_938453,0,1,0,47196.28,678388.5846,4,0,Reject
CL_609193,1,3,1,37571.99,574074.1784,4,0,Reject
CL_828652,1,1,0,36895.52,502162.3214,3,1,Approve
CL_72082,0,1,0,47620.74,1216869.983,21,0,Approve
CL_44924,1,2,1,38435.21,523170.5973,3,1,Approve
CL_826614,0,1,0,40389.02,592815.1306,2,1,Approve
CL_941043,1,2,0,35665.7,687974.4843,3,0,Reject
CL_842899,0,1,0,43435.33,657608.6474,2,1,Approve
CL_614803,1,1,0,31956.58,804526.1479,5,0,Reject
CL_940854,1,3,0,44974.11,671009.2685,2,0,Reject
CL_808307,0,1,0,36187.18,483096.7649,6,0,Approve
CL_887120,1,2,0,34422.44,789401.8606,10,0,Approve
CL_909676,1,3,0,42352.52,1204204.853,8,1,Approve
CL_483448,1,1,0,36508.5,782369.4227,4,1,Approve
CL_684906,0,3,0,42798.1,1247232.935,8,0,Reject
CL_166771,1,1,0,48281.69,637138.6252,5,1,Approve
CL_348443,1,4,0,42590.25,908227.7004,4,1,Approve
CL_133710,1,3,0,43281.68,649173.5332,2,0,Reject
CL_747122,0,3,0,44230.99,1089871.432,21,0,Reject
CL_730757,1,3,0,44923.16,1063142.3,10,0,Reject
CL_960485,1,1,1,46361.07,658391.2342,2,0,Reject
CL_609622,1,3,0,49530.9,1414618.771,8,1,Approve
CL_781451,0,4,1,42646.89,677599.7522,3,0,Reject
CL_39085,1,3,0,32165.57,654693.8757,6,1,Approve
CL_553454,1,3,0,42001.65,1125948.813,4,0,Reject
CL_458309,0,2,0,43791.16,994691.2452,6,0,Reject
CL_912743,0,3,0,40544.59,645908.2747,2,0,Reject
CL_311997,0,1,0,33551.56,914452.7891,4,0,Reject
CL_185114,0,3,0,33516.61,988049.43,5,0,Reject
CL_877460,0,2,0,32648.74,660199.8719,3,1,Approve
CL_346038,0,3,0,37627.01,730062.6575,4,0,Reject
CL_910803,1,0,0,38552.99,1079344.555,5,1,Approve
CL_435176,0,3,0,31001.36,926562.3302,5,0,Reject
CL_377910,0,3,0,44068.46,547563.1335,10,0,Reject
CL_390481,1,3,0,35424.94,722786.6915,6,0,Reject
CL_843926,0,2,0,38059.53,1081414.745,24,1,Approve
CL_977291,1,2,1,40886.73,1087543.403,7,0,Reject
CL_755504,0,3,0,42896.42,733921.6026,14,0,Reject
CL_839431,1,1,0,42602.92,1203928.106,5,0,Reject
CL_430569,0,3,1,35802.41,1071726.136,12,0,Reject
CL_139408,1,1,0,33890.01,608608.7932,4,0,Reject
CL_858737,0,1,0,35174.72,831906.6176,20,1,Approve
CL_203585,1,3,0,33583.04,566258.2111,7,0,Reject
CL_979486,0,2,0,46644.02,844086.8843,5,0,Reject
CL_607384,0,3,0,48242.26,954153.7762,3,1,Approve
CL_63887,0,1,0,44115.31,1361197.975,6,1,Approve
CL_316790,1,2,1,41338.7,705948.6927,14,0,Reject
CL_681097,0,3,0,32149.12,742873.4282,3,1,Approve
CL_539829,1,0,0,43430.02,952643.4856,5,0,Reject
CL_593331,0,0,0,30354.78,709426.2851,5,1,Approve
CL_223806,1,3,0,33848.35,993366.4152,6,1,Reject
CL_214213,1,3,0,33293.18,666071.6333,8,1,Approve
CL_759768,0,3,0,33359,814306.9848,10,0,Reject
CL_294455,1,1,0,46895.91,1328617.383,24,0,Reject
CL_73413,1,3,0,36460.23,1042433.166,12,0,Reject
CL_458376,0,1,0,44275.43,1342704.099,4,1,Approve
CL_918064,1,1,0,45364.32,578570.0442,11,0,Reject
CL_875913,1,1,0,34265.8,727231.9175,4,0,Reject
CL_690249,1,2,0,30501.71,395470.7932,4,0,Reject
CL_13253,1,2,0,37138.71,783182.9494,9,1,Approve
CL_986378,1,1,0,34353.95,992867.8006,8,1,Approve
CL_103580,1,4,0,35385.55,776840.1762,6,0,Approve
CL_2445,1,0,0,41316.21,696673.8285,14,1,Approve
CL_994945,1,1,0,36974.93,629542.967,7,0,Reject
CL_333105,0,2,1,32585.01,531969.9179,2,1,Approve
CL_689278,1,0,0,49784.87,1238122.334,4,0,Reject
CL_37782,0,4,0,49084.85,1034881.244,3,0,Reject
CL_629921,1,3,0,37218.11,591112.3566,2,0,Reject
CL_621698,0,0,1,49056.33,701635.1304,12,1,Approve
CL_647033,1,3,0,34779.71,1069604.68,13,1,Approve
CL_254442,1,1,1,48328.82,882041.6414,3,1,Approve
CL_837075,1,0,0,47958.65,878088.9017,4,1,Reject
CL_901713,1,2,0,44243.08,1176018.21,6,1,Approve
CL_230208,1,3,1,38212.01,531318.4979,3,1,Reject
CL_427883,0,3,1,45193.33,1108109.274,10,0,Reject
CL_783589,1,4,0,47687.43,923792.5632,3,0,Reject
CL_843449,1,3,0,43503.31,707643.0628,3,0,Reject
CL_253767,1,2,0,31307.43,457481.2371,2,0,Reject
CL_816054,1,0,0,44747.9,785417.7341,3,0,Reject
CL_766179,0,2,0,43895.71,1016129.99,10,1,Approve
CL_176987,1,1,0,43319.85,1307488.544,4,1,Approve
CL_57759,1,3,0,31073.2,840681.5251,8,1,Approve
CL_317408,1,3,0,44858.72,972192.4627,18,0,Reject
CL_172568,1,0,0,39701.48,572589.8366,2,0,Reject
CL_123892,1,4,0,44538.39,1366111.305,4,0,Reject
CL_215915,1,1,0,37492.53,840829.253,5,0,Reject
CL_543541,0,1,0,41154.3,1201651.63,24,1,Approve
CL_384182,0,3,0,42885.26,1234488.538,6,1,Approve
CL_57114,0,1,0,36788.69,976827.9901,7,1,Approve
CL_649522,0,1,0,48969.79,1360574.725,23,0,Reject
CL_429509,1,3,0,49143.47,1300420.934,7,1,Approve
CL_73860,0,0,0,41821.35,696352.2811,3,1,Approve
CL_960625,0,3,1,32509.58,548341.2632,3,0,Reject
CL_534420,1,4,1,36912.42,847105.0612,3,0,Reject
CL_53003,0,2,0,47162.67,778073.3754,3,0,Reject
CL_937792,1,2,0,42642.25,1298152.78,25,1,Approve
CL_35408,0,0,0,36569.18,785285.1812,4,1,Approve
CL_408806,0,2,0,32161.05,953888.0068,4,1,Approve
CL_542074,0,3,0,49469.93,1084239.395,18,1,Approve
CL_990184,1,3,0,42260.24,1099736.091,5,1,Approve
CL_858814,1,3,0,40111.87,609288.8819,2,1,Approve
CL_161208,1,2,0,31022.72,560857.5456,3,0,Reject
CL_517329,0,3,0,48324.18,1056211.202,6,0,Reject
CL_446642,1,2,0,35233.58,864588.7976,5,0,Approve
CL_717956,0,0,0,48976.82,1079525.472,3,0,Reject
CL_417884,1,4,0,32105.63,830536.488,11,1,Approve
CL_608534,1,2,0,41538.77,1259102.958,8,0,Approve
CL_123195,0,2,0,41817.9,878251.554,9,0,Reject
CL_876071,0,1,0,33344.75,471616.9735,2,0,Reject
CL_614150,0,2,0,34372.54,974709.7335,4,0,Reject
CL_781694,0,2,0,31930.72,845729.9695,22,0,Reject
CL_301214,0,0,0,31415.4,973680.0108,5,0,Reject
CL_369966,1,3,0,47967.05,1239807.796,5,0,Reject
CL_310783,0,2,0,48755.64,948504.7737,8,1,Approve
CL_778844,0,3,1,36032.11,639279.772,3,0,Reject
CL_406470,0,4,0,45574.45,1257706.263,6,1,Approve
CL_695604,0,2,1,45059.94,1015408.409,19,0,Reject
CL_683560,0,3,0,31376.37,695011.8238,18,1,Approve
CL_45219,0,2,0,31926.68,981303.246,4,1,Approve
CL_269974,0,3,0,32817.05,776906.3553,20,0,Reject
CL_318645,1,1,0,44077.81,910361.6613,4,0,Reject
CL_94533,1,3,1,30036.36,505295.0355,3,0,Reject
CL_752289,1,0,0,31432.09,863279.5693,6,1,Reject
CL_759688,1,3,1,42474.85,688168.7859,2,1,Approve
CL_494756,0,4,0,47085.11,1186094.552,3,1,Approve
CL_368944,1,3,0,38386.26,529497.616,4,1,Approve
CL_284624,1,1,0,40418.97,985626.4691,5,1,Approve
CL_882050,1,3,0,44450.64,717485.6319,4,1,Approve
CL_16796,0,3,0,32065.65,482125.4034,3,0,Approve
CL_587168,0,3,0,46399,1395750.378,8,1,Approve
CL_479059,1,3,0,47000.91,1061987.213,4,0,Reject
CL_932713,1,0,0,45830.6,1146152.191,10,1,Approve
CL_599302,0,0,0,39742.02,999854.6843,10,1,Approve
CL_69193,0,4,1,41956.48,580786.5168,4,0,Approve
CL_75509,0,1,0,30891.12,566102.5346,3,1,Approve
CL_69723,1,2,0,34748.89,888920.1706,5,1,Approve
CL_34991,0,3,0,38755.27,619049.3623,13,0,Reject
CL_293182,0,3,1,40237.61,674981.2748,5,0,Reject
CL_533409,1,4,0,46049.04,945412.7758,9,1,Approve
CL_409948,0,1,0,36858.03,763389.9256,9,0,Reject
CL_541366,1,4,0,46367.61,600466.0026,3,1,Approve
CL_32085,1,3,1,43342.1,861067.8807,6,0,Reject
CL_860100,0,3,0,32308.82,594263.2981,3,1,Approve
CL_739778,1,2,0,49019.57,1010501.369,4,1,Approve
CL_526359,0,3,0,30212.53,467021.225,3,0,Reject
CL_715198,0,1,0,35215.67,436461.6566,3,1,Approve
CL_262814,1,2,0,41346.1,1065084.234,5,0,Reject
CL_15147,0,1,0,44183.18,1182903.737,6,0,Reject
CL_117860,0,1,0,44120.24,795218.6308,3,1,Approve
CL_22910,1,3,0,42709.78,1114541.381,4,1,Approve
CL_296612,0,0,0,41778.84,545782.6656,5,0,Reject
CL_365364,1,3,0,38190.74,863675.5132,9,0,Approve
CL_696420,0,3,0,37354.41,1150047.791,5,1,Approve
CL_159470,0,0,0,38926.34,474034.7263,2,0,Reject
CL_544562,1,2,0,44457.9,1370326.389,26,1,Approve
CL_914788,1,2,0,38136.12,806712.0486,6,1,Approve
CL_994903,0,0,0,35205.58,432486.6176,5,1,Reject
CL_48313,1,3,0,45026.28,956418.9142,4,1,Approve
CL_649375,0,3,0,38939.14,472397.6565,3,0,Reject
CL_213816,0,4,0,35921.9,671644.6437,8,0,Approve
CL_661615,0,3,0,39234.3,601417.4311,3,0,Reject
CL_41606,1,1,0,37827.34,1056243.695,6,1,Approve
CL_871833,1,2,0,40356.91,537736.7827,2,0,Reject
CL_830379,0,3,0,40217.46,825029.2525,4,1,Approve
CL_497344,1,2,0,33245.23,787429.6588,3,1,Approve
CL_75216,1,3,0,45805.67,741804.7065,3,0,Reject
CL_705187,1,2,0,40383.28,897179.0681,3,1,Approve
CL_519751,1,0,0,47268.64,1288026.895,4,0,Reject
CL_349214,0,3,1,49200.66,783148.021,13,1,Approve
CL_767015,1,2,0,49450.63,912892.4126,5,1,Approve
CL_902824,0,3,0,40806.5,1237559.365,13,0,Reject
CL_695230,0,3,0,47927.06,1435424.828,8,0,Reject
CL_51204,1,3,0,38284.35,1129739.303,6,1,Reject
CL_547822,0,1,0,36458.27,999035.5936,6,0,Reject
CL_455065,1,2,0,32447.67,856223.0629,4,1,Approve
CL_701694,1,0,1,31937.15,849410.4171,22,1,Approve
CL_832223,1,3,0,38478.86,960731.689,7,1,Approve
CL_962596,0,3,0,44978.62,1111907.058,10,1,Approve
CL_124963,1,2,0,32377.97,417132.5421,2,0,Reject
CL_549983,1,1,0,44380.11,1279656.357,24,0,Reject
CL_890612,0,0,0,30455.19,785004.1373,21,1,Approve
CL_678072,0,1,0,30567.05,564436.8163,5,1,Approve
CL_920262,1,3,0,48528.78,629743.5287,11,0,Reject
CL_846474,0,3,0,39005.42,905264.7828,19,1,Approve
CL_787310,1,3,0,44924.42,912745.3178,6,0,Reject
CL_845143,1,3,0,34164.4,811240.9888,20,1,Approve
CL_250384,0,2,0,39991.67,534669.7107,2,1,Approve
CL_885785,1,3,0,45276.71,935035.2005,17,0,Approve
CL_238169,0,3,0,41669.86,660186.4818,3,1,Approve
CL_841257,1,4,0,49096.23,1308353.308,11,0,Approve
CL_58856,0,3,0,45100.54,1311087.361,12,1,Approve
CL_473190,0,1,0,47166.85,1268019.233,6,1,Approve
CL_781773,0,2,0,35047.18,524593.5682,4,0,Approve
CL_939657,0,0,0,41055.96,707406.8374,4,0,Reject
CL_379696,0,2,0,38116.86,611575.2549,3,1,Approve
CL_874321,1,3,1,36031.1,559195.7084,6,1,Approve
CL_30479,1,3,0,34822.05,741380.9687,4,0,Reject
CL_146806,1,4,0,44428.19,810644.7965,3,0,Reject
CL_224787,0,4,1,31280.22,784665.9484,3,0,Reject
CL_803540,0,0,0,44577.96,1318569.481,12,1,Approve
CL_356659,0,3,0,39072.76,1082037.146,4,0,Reject
CL_868639,0,0,0,41424.01,1026625.775,21,0,Reject
CL_547916,1,2,0,48889.79,1330065.095,8,1,Approve
CL_524526,1,2,0,43719.59,524648.4321,2,0,Reject
CL_721793,1,3,0,31480.48,454473.1968,3,0,Reject
CL_32460,0,3,0,42002.22,1236659.174,6,0,Reject
CL_788223,0,0,0,45076.55,1093157.415,3,0,Reject
CL_985322,0,2,0,38566.63,545051.9229,2,0,Reject
CL_641095,0,4,0,36060.79,692281.2319,16,0,Reject
CL_786618,1,2,1,45811.99,1201099.218,5,0,Reject
CL_187958,1,2,0,48123.72,581530.4732,2,1,Approve
CL_821255,0,1,0,45211.8,1354474.513,4,0,Reject
CL_196821,1,2,1,47471.35,974853.9451,6,1,Approve
CL_981448,1,1,0,33263.67,867846.0392,7,0,Reject
CL_659120,1,3,0,40250.17,523742.4139,4,1,Approve
CL_609757,0,2,0,37115.25,1056670.497,8,1,Approve
CL_414657,1,1,0,40086,769616.8612,3,0,Reject
CL_49638,1,3,0,46441.67,1433085.884,13,0,Reject
CL_153728,1,3,0,38670.73,933308.179,20,0,Reject
CL_650213,1,2,1,42103.69,785736.7445,4,0,Reject
CL_236984,1,3,0,35110.41,481696.8892,2,0,Reject
CL_555441,0,3,0,45426.87,840009.0247,8,0,Approve
CL_189345,1,0,0,35581.37,608461.1704,7,1,Approve
CL_414539,0,1,0,44831.8,615988.6854,4,1,Approve
CL_520883,1,3,0,46877.66,655351.4509,4,0,Reject
CL_81953,1,3,0,48720.91,1044486.574,6,0,Reject
CL_693574,1,4,0,43814.07,1273536.174,5,0,Reject
CL_809543,0,1,0,46582.03,813095.0348,4,1,Approve
CL_906783,1,2,0,44136.96,1069359.587,5,0,Reject
CL_413058,0,2,0,48637.25,1281270.047,7,0,Reject
CL_493866,0,2,0,31083.34,394249.769,5,1,Approve
CL_733175,0,3,0,37947.02,1107996.963,12,1,Approve
CL_839918,0,4,0,44689.37,656977.2799,2,1,Reject
CL_989551,0,1,0,39215.65,1075224.296,23,0,Reject
CL_38706,0,2,0,36083.97,510688.8503,2,0,Reject
CL_732058,0,1,1,46126.9,1093475.243,10,0,Approve
CL_394420,1,3,0,34473.13,614467.8153,5,0,Reject
CL_871790,1,3,0,43370.1,611555.0995,2,0,Reject
CL_857848,1,4,0,37408.51,1065495.49,8,1,Approve
CL_924462,0,2,0,41297.06,528839.401,2,1,Approve
CL_651744,0,2,0,39134.21,1022344.322,4,1,Approve
CL_484800,1,3,0,32410.67,419824.0304,11,1,Approve
CL_450958,1,3,0,46830.78,1183706.373,5,0,Reject
CL_404579,1,2,0,46374.69,1114989.754,10,1,Approve
CL_862376,1,3,0,30657.03,537712.2215,5,1,Approve
CL_22916,1,1,0,48781.6,918384.6367,5,0,Reject
CL_299089,0,1,0,33944.4,968480.357,8,0,Reject
CL_732065,1,1,0,36712.59,693095.307,4,0,Reject
CL_11517,1,2,1,40121.35,731041.8776,4,0,Approve
CL_68182,1,2,0,41040.07,803057.9384,16,0,Reject
CL_844218,0,1,0,31828.44,444135.105,2,0,Reject
CL_918155,1,3,0,46941.33,806226.5991,14,1,Approve
CL_869612,0,2,0,49453.02,1307036.51,4,0,Reject
CL_124917,1,3,0,45852.71,1329734.014,5,0,Reject
CL_641361,1,3,0,44104.43,862943.2848,4,0,Reject
CL_239587,1,0,0,48755.68,1291192.996,4,0,Reject
CL_353332,1,2,0,36776.51,848869.6491,6,0,Reject
CL_536554,1,3,0,38970.77,1183416.176,6,0,Reject
CL_951918,1,3,0,32931.58,680303.511,6,0,Reject
CL_116319,1,3,0,48043.45,1307898.306,23,1,Approve
CL_893154,1,2,0,32630.27,599334.4655,5,1,Approve
CL_363325,1,1,0,38161.62,571093.8627,3,1,Approve
CL_836795,1,3,0,37997.48,854335.9919,9,1,Approve
CL_285097,1,3,1,42095.89,806100.4634,3,1,Approve
CL_571554,1,1,0,46687.77,1060949.507,3,1,Approve
CL_32499,0,1,1,45404.18,766793.3445,2,0,Reject
CL_73381,0,2,0,45855.83,1177011.094,11,0,Reject
CL_929246,1,1,0,38517.16,1186894.05,6,0,Reject
CL_948717,0,3,0,43537.41,883588.7275,3,0,Reject
CL_287932,0,3,0,34729.88,505703.1469,3,1,Approve
CL_73013,0,4,0,42992.99,801363.2883,8,1,Approve
CL_598822,0,2,0,30756.05,905441.7061,25,0,Reject
CL_897142,0,2,0,42498.74,791967.285,5,1,Approve
CL_276827,0,3,0,44039,1007655.037,3,0,Reject
CL_412629,1,1,0,46050.71,854855.3406,4,0,Reject
CL_902933,0,0,0,47507.57,635980.9354,2,1,Approve
CL_301976,0,3,0,39701.95,1145399.589,6,0,Reject
CL_412670,1,2,0,45551.65,574223.6007,2,1,Approve
CL_423572,0,3,0,48043.42,891727.4301,4,0,Reject
CL_451961,0,3,0,30142.55,849394.839,6,1,Approve
CL_908337,0,1,0,36758.52,830837.3881,9,0,Reject
CL_589934,0,0,1,38334.4,1150717.616,13,0,Approve
CL_549240,1,2,0,45317.06,749914.9777,7,0,Reject
CL_520612,0,1,0,47647.12,1183182.988,7,1,Approve
CL_845668,1,3,1,45291.19,990952.7287,3,0,Reject
CL_341376,1,3,0,35927.55,447604.7795,3,1,Approve
CL_39931,0,2,0,32688.37,669974.2912,6,1,Approve
CL_237221,1,1,1,31927.47,952395.2792,4,1,Approve
CL_175390,1,2,0,45862.76,711038.7953,2,0,Reject
CL_730058,0,3,0,35606.81,752829.1347,6,0,Reject
CL_276904,1,2,0,43032.92,1026964.846,10,1,Approve
CL_9483,1,3,0,30767.43,778613.255,7,0,Reject
CL_76557,1,3,0,39964.11,514547.3937,2,1,Approve
CL_333385,1,3,0,45444.14,843641.6444,3,1,Approve
CL_548096,0,0,0,32370.67,662456.8947,3,0,Reject
CL_91711,0,3,0,32743.07,477573.5016,3,1,Reject
CL_446393,0,4,0,37202.5,709361.6123,4,1,Approve
CL_912143,1,2,1,37482.21,467997.099,2,0,Reject
CL_320271,1,2,0,31244.21,670312.4128,9,1,Approve
CL_900898,0,4,0,48919.71,1409327.291,6,0,Reject
CL_935425,0,2,0,42214.63,841394.8745,17,0,Reject
CL_171487,0,0,0,43083.92,1176630.043,23,0,Reject
CL_571358,0,1,0,42142.53,1122882.938,7,1,Reject
CL_422552,0,0,0,45591.38,753167.6402,2,1,Approve
CL_661819,1,3,0,46152.54,935763.9961,8,1,Approve
CL_345209,0,3,0,35806.14,1077617.103,6,1,Approve
CL_886005,1,2,0,34163.44,573210.5466,7,1,Approve
CL_827875,1,4,0,36175.74,557793.2237,13,1,Approve
CL_417283,1,3,0,32352.22,774224.1141,10,0,Reject
CL_484250,1,3,0,47565.11,713468.0091,4,1,Approve
CL_556888,1,1,0,44794.57,1002144.865,6,0,Reject
CL_526755,1,3,0,32639.59,791741.1122,4,1,Reject
CL_668844,1,3,0,40694.78,1137963.012,12,0,Reject
CL_530012,1,1,0,32205,789698.2263,3,1,Approve
CL_168032,1,0,0,49600.93,1495899.621,6,0,Reject
CL_39803,1,3,0,36381.93,816313.659,19,0,Reject
CL_493668,0,3,0,32725.35,707223.9571,3,1,Approve
CL_906322,1,2,1,36506.82,545295.3116,2,0,Reject
CL_296704,1,2,0,43832.79,1284174.384,8,0,Approve
CL_2693,0,0,0,30614.95,783184.652,4,1,Approve
CL_11147,1,0,0,32752.67,414607.0169,3,1,Approve
CL_231260,1,2,0,30804.23,621571.5901,4,1,Approve
CL_899389,0,0,0,49085.59,1154492.353,5,1,Approve
CL_389204,1,1,1,49007.62,1049967.875,18,1,Approve
CL_650584,1,3,0,39404.58,856425.5281,5,0,Reject
CL_287182,1,3,1,36013.26,1025335.461,6,0,Reject
CL_814794,1,0,0,34144.23,962248.9487,8,0,Reject
CL_549613,1,1,0,38646.53,877269.9549,6,1,Approve
CL_782182,0,2,0,48422.79,1495648.708,4,0,Reject
CL_447295,1,0,1,44676.8,738580.4027,5,0,Reject
CL_207558,1,2,0,42585,866409.4014,17,1,Approve
CL_755537,1,3,0,37087.71,543182.2831,2,1,Approve
CL_304203,0,0,1,48487.73,647063.8457,11,1,Approve
CL_325442,0,0,0,48068.3,824911.1239,7,1,Approve
CL_530078,1,2,0,40002.64,1049828.902,4,0,Reject
CL_667496,0,3,0,36535.17,978420.4969,22,0,Reject
CL_822608,1,3,1,31104.36,680523.0987,6,1,Approve
CL_47033,0,1,0,47459.2,1273086.109,22,1,Approve
CL_457720,0,4,0,45210.77,775993.488,14,0,Reject
CL_614343,0,1,0,36404.91,891927.6895,20,1,Approve
CL_770516,0,2,1,36276.63,550481.2676,3,1,Approve
CL_104871,1,3,0,39484.58,811960.1497,17,1,Approve
CL_854506,1,3,0,38478.89,1098085.852,4,0,Reject
CL_384990,0,2,0,38811.12,1059611.992,8,1,Approve
CL_145703,0,1,0,41251.15,647298.863,2,1,Approve
CL_488413,0,0,0,46155.98,597072.2487,3,0,Reject
CL_178965,1,2,0,46246.63,1089336.439,20,0,Approve
CL_187405,0,1,0,46009.96,676533.5411,12,0,Reject
CL_250830,1,2,0,38513.03,593856.7455,6,0,Reject
CL_380703,0,1,0,47240.84,1195463.565,4,1,Approve
CL_628427,1,3,1,34583.13,534889.2628,13,1,Approve
CL_565309,0,0,0,47626.6,1274418.521,7,1,Approve
CL_599617,1,0,0,45368.71,717894.3463,13,0,Reject
CL_565536,0,1,0,40909.94,1033123.757,4,0,Reject
CL_564394,1,1,0,38010.67,1117233.91,4,1,Approve
CL_638210,0,4,0,35900.53,1072897.741,5,1,Approve
CL_454546,0,3,0,37151.27,1100060.867,5,0,Reject
CL_425328,0,3,0,40703.29,1176992.462,5,0,Reject
CL_683454,0,0,0,47012.5,579575.7199,10,0,Reject
CL_956638,0,1,0,43652.93,948386.4174,18,1,Approve
CL_179535,0,2,0,34618.27,858648.1152,7,0,Reject
CL_898402,1,3,1,46431.6,980159.9587,9,0,Reject
CL_734098,0,4,0,37293.05,579247.6637,3,1,Approve
CL_378151,0,2,0,30078.28,678181.9584,4,1,Approve
CL_271670,1,1,0,43379.99,618698.6636,2,1,Approve
CL_375133,1,3,0,39846.63,1026467.015,4,0,Reject
CL_448284,1,0,0,49172.4,1062265.901,4,1,Approve
CL_320713,0,3,0,34508.11,483115.2648,4,1,Approve
CL_38671,0,2,0,37028.47,1104050.263,25,0,Reject
CL_181580,0,3,0,35423.01,851329.0166,4,0,Reject
CL_559840,1,2,0,39133.31,781754.4226,3,0,Reject
CL_150819,0,1,0,31270.08,482998.7106,13,1,Approve
CL_960208,1,3,0,45010.59,1120944.367,5,0,Reject
CL_439143,0,3,0,32276.67,718432.6396,19,0,Reject
CL_327743,1,3,1,45022.38,912633.6409,8,0,Reject
CL_885208,0,4,0,43208.19,945628.3589,4,1,Approve
CL_90117,1,2,0,47028.11,673523.7447,2,1,Approve
CL_486658,1,1,0,47095.81,1417657.17,5,1,Approve
